"genus","species","authority","year"
"Pseudocalotes","rhammanotus","HARVEY HAMIDY KURNIAWAN SHANEY & SMITH",2014
"Pseudocalotes","saravacensis","INGER & STUEBING",1994
"Pseudocalotes","tympanistriga","GRAY",1831
"Pseudocalotes","viserion","GRISMER QUAH WOOD ANUAR MUIN DAVIS MURDOCH GRISMER COTA & COBOS",2016
"Pseudocalotes","ziegleri","HALLERMANN TRUONG ORLOV & ANANJEVA",2010
"Pseudoceramodactylus","khobarensis","HAAS",1957
"Pseudocerastes","fieldi","SCHMIDT",1930
"Pseudocerastes","persicus","DUMERIL BIBRON & DUMERIL",1854
"Pseudocerastes","urarachnoides","BOSTANCHI ANDERSON KAMI & PAPENFUSS",2006
"Pseudocophotis","kontumensis","ANANJEVA ORLOV TRUONG & NAZAROV",2007
"Pseudocophotis","sumatrana","HUBRECHT",1879
"Pseudocordylus","langi","LOVERIDGE",1944
"Pseudocordylus","melanotus","SMITH",1838
"Pseudocordylus","microlepidotus","CUVIER",1829
"Pseudocordylus","spinosus","FITZSIMONS",1947
"Pseudocordylus","subviridis","SMITH",1838
"Pseudocordylus","transvaalensis","FITZSIMONS",1943
"Pseudoeryx","plicatilis","LINNAEUS",1758
"Pseudoeryx","relictualis","SCHARGEL RIVAS-FUENMAYOR BARROS PEFAUR & NAVARETTE",2007
"Pseudoferania","polylepis","FISCHER",1886
"Pseudoficimia","frontalis","COPE",1864
"Pseudogekko","atiorum","DAVIS WATTERS KOHLER WHITSETT HURON BROWN DIESMOS & SILER",2015
"Pseudogekko","brevipes","BOETTGER",1897
"Pseudogekko","chavacano","SILER WELTON DAVIS WATTERS DAVEY DIESMOS DIESMOS & BROWN",2014
"Pseudogekko","compresicorpus","TAYLOR",1915
"Pseudogekko","ditoy","SILER WELTON DAVIS WATTERS DAVEY DIESMOS DIESMOS & BROWN",2014
"Pseudogekko","isapa","SILER DAVIS DIESMOS GUINTO WHITSETT & BROWN",2016
"Pseudogekko","pungkaypinit","SILER WELTON DAVIS WATTERS DAVEY DIESMOS DIESMOS & BROWN",2014
"Pseudogekko","smaragdinus","TAYLOR",1922
"Pseudogekko","sumiklab","SILER DAVIS WATTERS FREITAS GRIFFITH BINADAY LOBOS AMARGA & BROWN",2017
"Pseudogonatodes","barbouri","NOBLE",1921
"Pseudogonatodes","furvus","RUTHVEN",1915
"Pseudogonatodes","gasconi","AVILA-PIRES & HOOGMOED",2000
"Pseudogonatodes","guianensis","PARKER",1935
"Pseudogonatodes","lunulatus","ROUX",1927
"Pseudogonatodes","manessi","AVILA-PIRES & HOOGMOED",2000
"Pseudogonatodes","peruvianus","HUEY & DIXON",1970
"Pseudohaje","goldii","BOULENGER",1895
"Pseudohaje","nigra","GUNTHER",1858
"Pseudoleptodeira","latifasciata","GUNTHER",1894
"Pseudonaja","affinis","GUNTHER",1872
"Pseudonaja","aspidorhyncha","MCCOY",1879
"Pseudonaja","guttata","PARKER",1926
"Pseudonaja","inframacula","WAITE",1925
"Pseudonaja","ingrami","BOULENGER",1908
"Pseudonaja","mengdeni","WELLS & WELLINGTON",1985
"Pseudonaja","modesta","GUNTHER",1872
"Pseudonaja","nuchalis","GUNTHER",1858
"Pseudonaja","textilis","DUMERIL BIBRON & DUMERIL",1854
"Pseudoplectrurus","canaricus","BEDDOME",1870
"Pseudopus","apodus","PALLAS",1775
"Pseudorabdion","albonuchalis","GUNTHER",1896
"Pseudorabdion","ater","TAYLOR",1922
"Pseudorabdion","collaris","MOCQUARD",1892
"Pseudorabdion","eiselti","INGER & LEVITON",1961
"Pseudorabdion","longiceps","CANTOR",1847
"Pseudorabdion","mcnamarae","TAYLOR",1917
"Pseudorabdion","modiglianii","DORIA & PETRI",2010
"Pseudorabdion","montanum","LEVITON & BROWN",1959
"Pseudorabdion","oxycephalum","GUNTHER",1858
"Pseudorabdion","sarasinorum","MULLER",1895
"Pseudorabdion","saravacense","SHELFORD",1901
"Pseudorabdion","sirambense","DORIA & PETRI",2010
"Pseudorabdion","talonuran","BROWN LEVITON & SISON",1999
"Pseudorabdion","taylori","LEVITON & BROWN",1959
"Pseudorabdion","torquatum","DUMERIL BIBRON & DUMERIL",1854
"Pseudothecadactylus","australis","GUNTHER",1877
"Pseudothecadactylus","cavaticus","COGGER",1975
"Pseudothecadactylus","lindneri","COGGER",1975
"Pseudotomodon","trigonatus","LEYBOLD",1873
"Pseudotrapelus","aqabensis","MELNIKOV NAZAROV ANANJEVA & DISI",2012
"Pseudotrapelus","chlodnickii","MELNIKOV SMIELOWSKI MELNIKOVA NAZAROV & ANANJEVA",2015
"Pseudotrapelus","dhofarensis","MELNIKOV & PIERSON",2012
"Pseudotrapelus","jensvindumi","MELNIKOV ANANJEVA & PAPENFUSS",2013
"Pseudotrapelus","neumanni","TORNIER",1905
"Pseudotrapelus","sinaitus","HEYDEN",1827
"Pseudoxenodon","bambusicola","VOGT",1922
"Pseudoxenodon","baramensis","SMITH",1921
"Pseudoxenodon","inornatus","BOIE",1827
"Pseudoxenodon","karlschmidti","POPE",1928
"Pseudoxenodon","macrops","BLYTH",1855
"Pseudoxenodon","stejnegeri","BARBOUR",1908
"Pseudoxyrhopus","ambreensis","MOCQUARD",1894
"Pseudoxyrhopus","analabe","NUSSBAUM ANDREONE & RAXWORTHY",1998
"Pseudoxyrhopus","ankafinaensis","RAXWORTHY & NUSSBAUM",1994
"Pseudoxyrhopus","heterurus","JAN",1863
"Pseudoxyrhopus","imerinae","GUNTHER",1890
"Pseudoxyrhopus","kely","RAXWORTHY & NUSSBAUM",1994
"Pseudoxyrhopus","microps","GUNTHER",1881
"Pseudoxyrhopus","oblectator","CADLE",1999
"Pseudoxyrhopus","quinquelineatus","GUNTHER",1881
"Pseudoxyrhopus","sokosoko","RAXWORTHY & NUSSBAUM",1994
"Pseudoxyrhopus","tritaeniatus","MOCQUARD",1894
"Psilops","mucugensis","RODRIGUES RECODER TEIXEIRA JR ROSCITO GUERRERO SALES-NUNES FREITAS FERNANDES BOCCHIGLIERI VECHIO FORTES-LEITE CAMPOS NOGUEIRA DAMASCENO MACHADO PELLEGRINO SUZART-ARGOLO & AMARO",2017
"Psilops","paeminosus","RODRIGUES",1991
"Psilops","seductus","RODRIGUES RECODER TEIXEIRA JR ROSCITO GUERRERO SALES-NUNES FREITAS FERNANDES BOCCHIGLIERI VECHIO FORTES-LEITE CAMPOS NOGUEIRA DAMASCENO MACHADO PELLEGRINO SUZART-ARGOLO & AMARO",2017
"Psomophis","genimaculatus","BOETTGER",1885
"Psomophis","joberti","SAUVAGE",1884
"Psomophis","obtusus","COPE",1863
"Psychosaura","agmosticha","RODRIGUES",2000
"Psychosaura","macrorhyncha","HOGE",1946
"Ptenopus","carpi","BRAIN",1962
"Ptenopus","garrulus","SMITH",1849
"Ptenopus","kochi","HAACKE",1964
"Ptyas","carinata","GUNTHER",1858
"Ptyas","dhumnades","CANTOR",1842
"Ptyas","dipsas","SCHLEGEL",1837
"Ptyas","doriae","BOULENGER",1888
"Ptyas","fusca","GUNTHER",1858
"Ptyas","herminae","BOETTGER",1895
"Ptyas","korros","SCHLEGEL",1837
"Ptyas","luzonensis","GUNTHER",1873
"Ptyas","major","GUNTHER",1858
"Ptyas","mucosa","LINNAEUS",1758
"Ptyas","multicinctus","ROUX",1907
"Ptyas","nigromarginata","BLYTH",1854
"Ptyas","semicarinatus","HALLOWELL",1861
"Ptychoglossus","bicolor","WERNER",1916
"Ptychoglossus","bilineatus","BOULENGER",1890
"Ptychoglossus","brevifrontalis","BOULENGER",1912
"Ptychoglossus","danieli","HARRIS",1994
"Ptychoglossus","eurylepis","HARRIS & RUEDA",1985
"Ptychoglossus","festae","PERACCA",1896
"Ptychoglossus","gorgonae","HARRIS",1994
"Ptychoglossus","grandisquamatus","RUEDA",1985
"Ptychoglossus","kugleri","ROUX",1927
"Ptychoglossus","myersi","HARRIS",1994
"Ptychoglossus","plicatus","TAYLOR",1949
"Ptychoglossus","romaleos","HARRIS",1994
"Ptychoglossus","stenolepis","BOULENGER",1908
"Ptychoglossus","vallensis","HARRIS",1994
"Ptychophis","flavovirgatus","GOMES",1915
"Ptyctolaemus","collicristatus","SCHULTE & VINDUM",2004
"Ptyctolaemus","gularis","PETERS",1864
"Ptyodactylus","ananjevae","NAZAROV MELNIKOV & MELNIKOVA",2013
"Ptyodactylus","dhofarensis","NAZAROV MELNIKOV & MELNIKOVA",2013
"Ptyodactylus","guttatus","HEYDEN",1827
"Ptyodactylus","hasselquistii","DONNDORFF",1798
"Ptyodactylus","homolepis","BLANFORD",1876
"Ptyodactylus","orlovi","NAZAROV MELNIKOV & MELNIKOVA",2013
"Ptyodactylus","oudrii","LATASTE",1880
"Ptyodactylus","puiseuxi","BOUTAN",1893
"Ptyodactylus","ragazzii","ANDERSON",1898
"Ptyodactylus","rivapadiali","TRAPE",2017
"Ptyodactylus","ruusaljibalicus","SIMO-RIUDALBAS METALLINOU POUS ELS JAYASINGHE PENTEK-ZAKAR WILMS AL-SAADI & CARRANZA",2017
"Ptyodactylus","togoensis","TORNIER",1901
"Pygmaeascincus","koshlandae","GREER",1991
"Pygmaeascincus","sadlieri","GREER",1991
"Pygmaeascincus","timlowi","INGRAM",1977
"Pygomeles","braconnieri","GRANDIDIER",1867
"Pygomeles","petteri","PASTEUR & PAULIAN",1962
"Pygomeles","trivittatus","BOULENGER",1896
"Pygopus","lepidopodus","LACEPEDE",1804
"Pygopus","nigriceps","FISCHER",1882
"Pygopus","robertsi","OLIVER COUPER & AMEY",2010
"Pygopus","schraderi","BOULENGER",1913
"Pygopus","steelescotti","JAMES DONNELLAN & HUTCHINSON",2001
"Python","anchietae","BOCAGE",1887
"Python","bivittatus","KUHL",1820
"Python","breitensteini","STEINDACHNER",1881
"Python","brongersmai","STULL",1938
"Python","curtus","SCHLEGEL",1872
"Python","kyaiktiyo","ZUG GOTTE & JACOBS",2011
"Python","molurus","LINNAEUS",1758
"Python","natalensis","SMITH",1840
"Python","regius","SHAW",1802
"Python","sebae","GMELIN",1789
"Pythonodipsas","carinata","GUNTHER",1868
"Quedenfeldtia","moerens","CHABANAUD",1916
"Quedenfeldtia","trachyblepharus","BOETTGER",1874
"Rabdion","forsteni","DUMERIL BIBRON & DUMERIL",1854
"Rabdion","grovesi","AMARASINGHE VOGEL MCGUIRE SIDIK SUPRIATNA & INEICH",2015
"Raclitia","indica","GRAY",1842
"Ramigekko","swartbergensis","HAACKE",1996
"Ramphotyphlops","acuticaudus","PETERS",1877
"Ramphotyphlops","adocetus","WYNN REYNOLDS BUDEN FALANRUW & LYNCH",2012
"Ramphotyphlops","angusticeps","PETERS",1877
"Ramphotyphlops","becki","TANNER",1948
"Ramphotyphlops","bipartitus","SAUVAGE",1879
"Ramphotyphlops","conradi","PETERS",1875
"Ramphotyphlops","cumingii","GRAY",1845
"Ramphotyphlops","depressus","PETERS",1880
"Ramphotyphlops","exocoeti","BOULENGER",1887
"Ramphotyphlops","flaviventer","PETERS",1864
"Ramphotyphlops","hatmaliyeb","WYNN REYNOLDS BUDEN FALANRUW & LYNCH",2012
"Ramphotyphlops","lineatus","SCHLEGEL",1839
"Ramphotyphlops","lorenzi","WERNER",1909
"Ramphotyphlops","mansuetus","BARBOUR",1921
"Ramphotyphlops","marxi","WALLACH",1993
"Ramphotyphlops","multilineatus","SCHLEGEL",1839
"Ramphotyphlops","olivaceus","GRAY",1845
"Ramphotyphlops","similis","BRONGERSMA",1934
"Ramphotyphlops","suluensis","TAYLOR",1918
"Ramphotyphlops","supranasalis","BRONGERSMA",1934
"Ramphotyphlops","willeyi","BOULENGER",1900
"Rankinia","diemensis","GRAY",1841
"Regina","grahamii","BAIRD & GIRARD",1853
"Regina","septemvittata","SAY",1825
"Rena","boettgeri","WERNER",1899
"Rena","bressoni","TAYLOR",1939
"Rena","dissecta","COPE",1896
"Rena","dugesii","BOCOURT",1881
"Rena","dulcis","BAIRD & GIRARD",1853
"Rena","humilis","BAIRD & GIRARD",1853
"Rena","iversoni","SMITH BREUKELEN AUTH & CHISZAR",1998
"Rena","maxima","LOVERIDGE",1932
"Rena","myopica","GARMAN",1884
"Rena","segrega","KLAUBER",1939
"Rena","unguirostris","BOULENGER",1902
"Rhabdophis","adleri","ZHAO",1997
"Rhabdophis","akraios","DORIA PETRI BELLATI TISO & PISTARINO",2013
"Rhabdophis","angeli","BOURRET",1934
"Rhabdophis","auriculatus","GUNTHER",1858
"Rhabdophis","barbouri","TAYLOR",1922
"Rhabdophis","callichroma","BOURRET",1934
"Rhabdophis","callistus","GUNTHER",1873
"Rhabdophis","ceylonensis","GUNTHER",1858
"Rhabdophis","chrysargoides","GUNTHER",1858
"Rhabdophis","chrysargos","SCHLEGEL",1837
"Rhabdophis","conspicillatus","GUNTHER",1872
"Rhabdophis","flaviceps","DUMERIL BIBRON & DUMERIL",1854
"Rhabdophis","guangdongensis","ZHU WANG TAKEUCHI & ZHAO",2014
"Rhabdophis","himalayanus","GUNTHER",1864
"Rhabdophis","leonardi","WALL",1923
"Rhabdophis","lineatus","PETERS",1861
"Rhabdophis","murudensis","SMITH",1925
"Rhabdophis","nigrocinctus","BLYTH",1856
"Rhabdophis","nuchalis","BOULENGER",1891
"Rhabdophis","pentasupralabialis","JIANG & ZHAO",1983
"Rhabdophis","plumbicolor","CANTOR",1839
"Rhabdophis","rhodomelas","BOIE",1827
"Rhabdophis","spilogaster","BOIE",1827
"Rhabdophis","subminiatus","SCHLEGEL",1837
"Rhabdophis","swinhonis","GUNTHER",1868
"Rhabdophis","tigrinus","BOIE",1826
"Rhabdops","aquaticus","GIRI DEEPAK CAPTAIN & GOWER",2017
"Rhabdops","olivaceus","BEDDOME",1863
"Rhachidelus","brazili","BOULENGER",1908
"Rhachisaurus","brachylepis","DIXON",1974
"Rhacodactylus","auriculatus","BAVAY",1869
"Rhacodactylus","leachianus","CUVIER",1829
"Rhacodactylus","trachycephalus","BOULENGER",1878
"Rhacodactylus","trachyrhynchus","BOCAGE",1873
"Rhadinaea","bogertorum","MYERS",1974
"Rhadinaea","calligaster","COPE",1875
"Rhadinaea","cuneata","MYERS",1974
"Rhadinaea","decorata","GUNTHER",1858
"Rhadinaea","eduardoi","MATA-SILVA ROCHA RAMIREZ-BAUTISTA BERRIOZABAL-ISLAS & WILSON",2019
"Rhadinaea","flavilata","COPE",1871
"Rhadinaea","forbesi","SMITH",1942
"Rhadinaea","fulvivittis","COPE",1875
"Rhadinaea","gaigeae","BAILEY",1937
"Rhadinaea","hesperia","BAILEY",1940
"Rhadinaea","laureata","GUNTHER",1868
"Rhadinaea","macdougalli","SMITH & LANGEBARTEL",1949
"Rhadinaea","marcellae","TAYLOR",1949
"Rhadinaea","montana","SMITH",1944
"Rhadinaea","myersi","ROSSMAN",1965
"Rhadinaea","nuchalis","GARCIA-VAZQUEZ PAVON-VAZQUEZ BLANCAS-HERNANDEZ BLANCAS-CALVA CENTENERO-ALCALA",2018
"Rhadinaea","omiltemana","GUNTHER",1894
"Rhadinaea","pulveriventris","BOULENGER",1896
"Rhadinaea","quinquelineata","COPE",1886
"Rhadinaea","sargenti","DUNN & BAILEY",1939
"Rhadinaea","taeniata","PETERS",1863
"Rhadinaea","vermiculaticeps","COPE",1860
"Rhadinella","anachoreta","SMITH & CAMPBELL",1994
"Rhadinella","donaji","CAMPBELL",2015
"Rhadinella","dysmica","CAMPILLO DAVILA-GALAVIZ FLORES-VILLELA & CAMPBELL",2016
"Rhadinella","godmani","GUNTHER",1865
"Rhadinella","hannsteini","STUART",1949
"Rhadinella","hempsteadae","STUART & BAILEY",1941
"Rhadinella","kanalchutchan","MENDELSON & KIZIRIAN",1995
"Rhadinella","kinkelini","BOETTGER",1898
"Rhadinella","lachrymans","COPE",1870
"Rhadinella","lisyae","MCCRANIE",2017
"Rhadinella","montecristi","MERTENS",1952
"Rhadinella","pegosalyta","MCCRANIE",2006
"Rhadinella","pilonaorum","STUART",1954
"Rhadinella","posadasi","SLEVIN",1936
"Rhadinella","rogerromani","KOHLER & MCCRANIE",1999
"Rhadinella","schistosa","SMITH",1941
"Rhadinella","serperaster","COPE",1871
"Rhadinella","stadelmani","STUART & BAILEY",1941
"Rhadinella","tolpanorum","HOLM & CRUZ-DIAZ",1994
"Rhadinella","xerophila","ARIANO-SANCHEZ & CAMPBELL",2018
"Rhadinophanes","monticola","MYERS & CAMPBELL",1981
"Rhamnophis","aethiopissa","GUNTHER",1862
"Rhamnophis","batesii","BOULENGER",1908
"Rhamphiophis","oxyrhynchus","REINHARDT",1843
"Rhamphiophis","rostratus","PETERS",1854
"Rhamphiophis","rubropunctatus","FISCHER",1884
"Rhampholeon","acuminatus","MARIAUX & TILBURY",2006
"Rhampholeon","beraduccii","MARIAUX & TILBURY",2006
"Rhampholeon","boulengeri","STEINDACHNER",1911
"Rhampholeon","bruessoworum","BRANCH BAYLISS & TOLLEY",2014
"Rhampholeon","chapmanorum","TILBURY",1992
"Rhampholeon","gorongosae","BROADLEY",1971
"Rhampholeon","hattinghi","TILBURY & TOLLEY",2015
"Rhampholeon","marshalli","BOULENGER",1906
"Rhampholeon","maspictus","BRANCH BAYLISS & TOLLEY",2014
"Rhampholeon","moyeri","MENEGON SALVIDIO & TILBURY",2002
"Rhampholeon","nchisiensis","LOVERIDGE",1953
"Rhampholeon","nebulauctor","BRANCH BAYLISS & TOLLEY",2014
"Rhampholeon","platyceps","GUNTHER",1893
"Rhampholeon","spectrum","BUCHHOLZ",1874
"Rhampholeon","spinosus","MATSCHIE",1892
"Rhampholeon","temporalis","MATSCHIE",1892
"Rhampholeon","tilburyi","BRANCH BAYLISS & TOLLEY",2014
"Rhampholeon","uluguruensis","TILBURY & EMMRICH",1996
"Rhampholeon","viridis","MARIAUX & TILBURY",2006
"Rhineura","floridana","BAIRD",1858
"Rhinobothryum","bovallii","ANDERSSON",1916
"Rhinobothryum","lentiginosum","SCOPOLI",1785
"Rhinocheilus","antonii","DUGES",1886
"Rhinocheilus","etheridgei","GRISMER",1990
"Rhinocheilus","lecontei","BAIRD & GIRARD",1853
"Rhinogekko","femoralis","SMITH",1933
"Rhinogekko","misonnei","DE WITTE",1973
"Rhinoguinea","magna","TRAPE",2014
"Rhinoleptus","koniagui","VILLIERS",1956
"Rhinophis","blythii","KELAART",1853
"Rhinophis","dorsimaculatus","DERANIYAGALA",1941
"Rhinophis","drummondhayi","WALL",1921
"Rhinophis","erangaviraji","WICKRAMASINGHE VIDANAPATHIRANA WICKRAMASINGHE & RANWELLA",2009
"Rhinophis","fergusonianus","BOULENGER",1896
"Rhinophis","goweri","AENGALS & GANESH",2013
"Rhinophis","homolepis","HEMPRICH",1820
"Rhinophis","lineatus","GOWER & MADUWAGE",2011
"Rhinophis","melanogaster","GRAY",1858
"Rhinophis","oxyrhynchus","SCHNEIDER",1801
"Rhinophis","philippinus","CUVIER",1829
"Rhinophis","phillipsi","NICHOLLS",1929
"Rhinophis","porrectus","WALL",1921
"Rhinophis","punctatus","MULLER",1832
"Rhinophis","roshanpererai","WICKRAMASINGHE VIDANAPATHIRANA RAJEEV GOWER",2017
"Rhinophis","saffragamus","KELAART",1853
"Rhinophis","sanguineus","BEDDOME",1863
"Rhinophis","travancoricus","BOULENGER",1892
"Rhinophis","tricolorata","DERANIYAGALA",1975
"Rhinophis","zigzag","GOWER & MADUWAGE",2011
"Rhinoplocephalus","bicolor","MULLER",1885
"Rhinotyphlops","ataeniatus","BOULENGER",1912
"Rhinotyphlops","boylei","FITZSIMONS",1932
"Rhinotyphlops","lalandei","SCHLEGEL",1839
"Rhinotyphlops","leucocephalus","PARKER",1930
"Rhinotyphlops","schinzi","BOETTGER",1887
"Rhinotyphlops","scortecci","GANS & LAURENT",1965
"Rhinotyphlops","unitaeniatus","PETERS",1878
"Rhoptropella","ocellata","BOULENGER",1885
"Rhoptropus","afer","PETERS",1869
"Rhoptropus","barnardi","HEWITT",1926
"Rhoptropus","benguellensis","MERTENS",1938
"Rhoptropus","biporosus","FITZSIMONS",1957
"Rhoptropus","boultoni","SCHMIDT",1933
"Rhoptropus","bradfieldi","HEWITT",1935
"Rhoptropus","diporus","HAACKE",1965
"Rhoptropus","montanus","LAURENT",1964
"Rhoptropus","taeniostictus","LAURENT",1964
"Rhynchocalamus","arabicus","SCHMIDT",1933
"Rhynchocalamus","dayanae","TAMAR SMID GOCMEN MEIRI & CARRANZA",2016
"Rhynchocalamus","levitoni","TORKI",2017
"Rhynchocalamus","melanocephalus","JAN",1862
"Rhynchocalamus","satunini","NIKOLSKY",1899
"Rhynchoedura","angusta","PEPPER DOUGHTY HUTCHINSON & KEOGH",2011
"Rhynchoedura","eyrensis","PEPPER DOUGHTY HUTCHINSON & KEOGH",2011
"Rhynchoedura","mentalis","PEPPER DOUGHTY HUTCHINSON & KEOGH",2011
"Rhynchoedura","ormsbyi","WELLS & WELLINGTON",1985
"Rhynchoedura","ornata","GUNTHER",1867
"Rhynchoedura","sexapora","PEPPER DOUGHTY HUTCHINSON & KEOGH",2011
"Riama","anatoloros","KIZIRIAN",1996
"Riama","balneator","KIZIRIAN",1996
"Riama","cashcaensis","KIZIRIAN & COLOMA",1991
"Riama","colomaromani","KIZIRIAN",1996
"Riama","columbiana","ANDERSSON",1914
"Riama","inanis","DOAN & SCHARGEL",2003
"Riama","labionis","KIZIRIAN",1996
"Riama","meleagris","BOULENGER",1885
"Riama","orcesi","KIZIRIAN",1995
"Riama","raneyi","KIZIRIAN",1996
"Riama","simotera","O'SHAUGHNESSY",1879
"Riama","stigmatoral","KIZIRIAN",1996
"Riama","striata","PETERS",1863
"Riama","unicolor","GRAY",1858
"Riama","yumborum","AGUIRRE-PENAFIEL & TORRES-CARVAJAL SALES-NUNES PECK & MADDOCK",2014
"Rieppeleon","brachyurus","GUNTHER",1893
"Rieppeleon","brevicaudatus","MATSCHIE",1892
"Rieppeleon","kerstenii","PETERS",1868
"Riolama","inopinata","KOK",2015
"Riolama","leucosticta","BOULENGER",1900
"Riolama","luridiventris","ESQUEDA LA MARCA & PRADERIO",2004
"Riolama","uzzelli","MOLINA & SENARIS",2003
"Ristella","beddomii","BOULENGER",1887
"Ristella","guentheri","BOULENGER",1887
"Ristella","rurkii","GRAY",1839
"Ristella","travancorica","BEDDOME",1870
"Rodriguesophis","chui","RODRIGUES",1993
"Rodriguesophis","iglesiasi","GOMES",1915
"Rodriguesophis","scriptorcibatus","RODRIGUES",1993
"Rondonops","biscutatus","COLLI HOOGMOED CANNATELLA CASSIMIRO GOMES GHELLERE SALES-NUNES PELLEGRINO SALERNO MARQUES DE SOUZA & RODRIGUES",2015
"Rondonops","xanthomystax","COLLI HOOGMOED CANNATELLA CASSIMIRO GOMES GHELLERE SALES-NUNES PELLEGRINO SALERNO MARQUES DE SOUZA & RODRIGUES",2015
"Saara","asmussi","STRAUCH",1863
"Saara","hardwickii","GRAY",1827
"Saara","loricata","BLANFORD",1874
"Saiphos","equalis","GRAY",1825
"Salea","anamallayana","BEDDOME",1878
"Salea","gularis","BLYTH",1854
"Salea","horsfieldii","GRAY",1845
"Salomonelaps","par","BOULENGER",1884
"Saltuarius","cornutus","OGILBY",1892
"Saltuarius","eximius","HOSKIN & COUPER",2013
"Saltuarius","kateae","COUPER SADLIER SHEA & WORTHINGTON-WILMER",2008
"Saltuarius","moritzi","COUPER SADLIER SHEA & WORTHINGTON-WILMER",2008
"Saltuarius","salebrosus","COVACEVICH",1975
"Saltuarius","swaini","WELLS & WELLINGTON",1985
"Saltuarius","wyberba","COUPER SCHNEIDER & COVACEVICH",1997
"Salvadora","bairdi","JAN",1860
"Salvadora","deserticola","SCHMIDT",1940
"Salvadora","grahamiae","BAIRD & GIRARD",1853
"Salvadora","gymnorhachis","HERNANDEZ-JIMENEZ FLORES-VILLELA & CAMPBELL",2019
"Salvadora","hexalepis","COPE",1867
"Salvadora","intermedia","HARTWEG",1940
"Salvadora","lemniscata","COPE",1895
"Salvadora","mexicana","DUMERIL BIBRON & DUMERIL",1854
"Salvator","duseni","LONNBERG",1910
"Salvator","merianae","DUMERIL & BIBRON",1839
"Salvator","rufescens","GUNTHER",1871
"Sanzinia","madagascariensis","DUMERIL & BIBRON",1844
"Sanzinia","volontany","VENCES & GLAW",2004
"Saphenophis","antioquiensis","DUNN",1943
"Saphenophis","atahuallpae","STEINDACHNER",1901
"Saphenophis","boursieri","JAN",1867
"Saphenophis","sneiderni","MYERS",1973
"Saphenophis","tristriatus","RENDAHL & VESTERGREN",1940
"Saproscincus","basiliscus","INGRAM & RAWLINSON",1981
"Saproscincus","challengeri","BOULENGER",1887
"Saproscincus","czechurai","INGRAM & RAWLINSON",1981
"Saproscincus","eungellensis","SADLIER COUPER COLGAN VANDERDUYS & RICKARD",2005
"Saproscincus","hannahae","COUPER & KEIM",1998
"Saproscincus","lewisi","COUPER & KEIM",1998
"Saproscincus","mustelinus","O'SHAUGHNESSY",1874
"Saproscincus","oriarus","SADLIER",1998
"Saproscincus","rosei","WELLS & WELLINGTON",1985
"Saproscincus","saltus","HOSKIN",2013
"Saproscincus","spectabilis","DE VIS",1888
"Saproscincus","tetradactylus","GREER & KLUGE",1980
"Sarada","darwini","DEEPAK KARANTH DUTTA & GIRI",2016
"Sarada","deccanensis","JERDON",1870
"Sarada","superba","DEEPAK ZAMBRE BHOSALE & GIRI",2016
"Saurodactylus","brosseti","BONS & PASTEUR",1957
"Saurodactylus","elmoudenii","JAVANMARDI VOGLER & JOGER",2019
"Saurodactylus","fasciatus","WERNER",1931
"Saurodactylus","harrisii","JAVANMARDI VOGLER & JOGER",2019
"Saurodactylus","mauritanicus","DUMERIL & BIBRON",1836
"Saurodactylus","slimanii","JAVANMARDI VOGLER & JOGER",2019
"Saurodactylus","splendidus","JAVANMARDI VOGLER & JOGER",2019
